title,tournament,division,published_at,url
Florida State vs. Georgia | Women’s Pool Play,2022 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/126669/
Wisconsin vs. California | Men’s Pool Play,2022 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/126673/
Connecticut vs. Michigan | Men’s Pool Play,2022 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/126671/
Oberlin vs. St. Olaf | Men’s Pool Play,2022 D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/126675/
Navy vs. Colorado College | Men’s Pool Play,2022 D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/126677/
Berry vs. Wellesley | Women’s Prequarterfinal,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126679/
Portland vs. Mount Holyoke | Women’s Pool Play,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126681/
Williams vs. Oberlin | Men’s Prequarterfinal,2022 D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/126683/
St. Olaf vs. Middlebury | Women’s Semifinal,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126685/
Berry vs. St. Olaf | Men’s Semifinal,2022 D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/126687/
Claremont vs. Middlebury | Men’s Pool Play,2022 D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/126689/
Oklahoma Christian vs. Berry | Men’s Pool Play,2022 D-III College Championships,USAU College D-III Mens,,https://ultiworld.com/video/126691/
Occidental vs. Berry | Women’s Pool Play,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126693/
SUNY Geneseo vs. Middlebury | Women’s Pool Play,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126695/
Mary Washington vs. Haverford | Women’s Pool Play,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126697/
Skidmore vs. Carleton | Women’s Pool Play,2022 D-III College Championships,USAU College D-III Womens,,https://ultiworld.com/video/126699/
Case Western vs. Ohio State | Men’s 2nd Place Final,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126703/
Ohio vs. Pittsburgh | Women’s Final,2022 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/126705/
Vermont vs. Brown | Men’s 1st Place Final,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126707/
Northeastern vs. Vermont | Men’s 2nd Place Final,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126709/
Colorado vs. Texas | Women’s 1st Place Final,2022 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/126711/
Purdue vs. Michigan | Women’s Final,2022 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/126713/
Wisconsin vs. Carleton | Men’s 2nd Place Final,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126715/
Indiana vs Purdue | Men’s Semifinal,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126717/
Missouri S&T vs. Colorado College | Men’s 1st Place Final,2022 College Regionals,USAU College D-III Mens,,https://ultiworld.com/video/126719/
WashU vs. Colorado State | Men’s 3rd Place Final,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126723/
Carleton vs. Minnesota | Men’s Final,2022 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/126721/
Cal vs. Pittsburgh | Men’s Pool Play,2022 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/126725/
Superior vs. Landslide | U20 Mixed Quarterfinal,2022 Youth Club Championships,USAU Youth Club U20 Mixed,,https://ultiworld.com/video/126312/
Pi+ vs. Superior | U20 Mixed Semifinal,2022 Youth Club Championships,USAU Youth Club U20 Mixed,,https://ultiworld.com/video/126316/
Downpour vs. Rip Tide | U20 Girls Semifinal,2022 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/126332/
Pi+ vs. Seven Hills | U20 Mixed Final,2022 Youth Club Championships,USAU Youth Club U20 Mixed,,https://ultiworld.com/video/126340/
smOAK vs. Swarm | U20 Boys Final,2022 Youth Club Championships,USAU Youth Club U20 Boys,,https://ultiworld.com/video/126374/
cATLanta vs. DEVYL | U20 Girls Quarterfinal,2022 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/126378/
Swarm vs. cATLanta | U20 Girls Semifinal,2022 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/126376/
Skyline vs. Swing Vote | U20 Mixed Quarterfinal,2022 Youth Club Championships,USAU Youth Club U20 Mixed,,https://ultiworld.com/video/126372/
Downpour vs. Swarm | U20 Girls Final,2022 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/126370/
Triforce vs. Red Dawn | U20 Boy’s Pool Play,2022 Youth Club Championships,USAU Youth Club U20 Boys,,https://ultiworld.com/video/126384/
Rip Tide vs. Seven Hills | U20 Girls Quarterfinal,2022 Youth Club Championships,USAU Youth Club U20 Girls,,https://ultiworld.com/video/126304/
Villains vs. Flying Pig | U20 Boys Pool Play,2022 Youth Club Championships,USAU Youth Club U20 Boys,,https://ultiworld.com/video/126271/
Georgia vs. Brown (Men’s Final),2023 Classic City Classic,USAU College D-I Mens,,https://ultiworld.com/video/151075/
Georgia vs. Colorado (Men’s Semifinal),2023 Classic City Classic,USAU College D-I Mens,,https://ultiworld.com/video/151073/
NC State vs. North Carolina (Men’s Quarterfinal),2023 Classic City Classic,USAU College D-I Mens,,https://ultiworld.com/video/151071/
Georgia vs. Texas (Men’s Crossover),2023 Classic City Classic,USAU College D-I Mens,,https://ultiworld.com/video/151069/
Georgia Tech vs. UNC Wilmington (Men’s Pool Play),2023 Classic City Classic,USAU College D-I Mens,,https://ultiworld.com/video/151067/
Colorado vs. Brown (Men’s Pool Play),2023 Classic City Classic,USAU College D-I Mens,,https://ultiworld.com/video/151065/
[FP] Texas vs. Massachusetts (Men’s Quarterfinal),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141227/
Field Pass: Quarterfinals Round 2,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141180/
Showcase: Oregon vs. Cal Poly SLO (Men’s Quarterfinal),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141206/
[FP] Pittsburgh vs. Vermont (Men’s Quarterfinal),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141225/
[FP] Brown vs. North Carolina (Men’s Quarterfinal),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141281/
Field Pass: Quarterfinals Round 1,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141178/
Field Pass: Prequarterfinals,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141172/
[FP] Utah State vs. Brown (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141316/
[FP] Carleton vs. Vermont (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141221/
Field Pass: Pool Play Round 9,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141170/
Showcase: Minnesota vs. Massachusetts (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141185/
[FP] Texas vs. Colorado (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141255/
[FP] Michigan vs. NC State (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141219/
[FP] Georgia vs. Oregon (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141347/
Field Pass: Pool Play Round 8,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141163/
[FP] Georgia vs. Tufts (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141345/
[FP] Carleton vs. Cal Poly SLO (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141312/
Field Pass: Pool Play Round 7,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141151/
[FP] Texas vs. Pittsburgh (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141308/
Field Pass: Pool Play Round 6,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141148/
Showcase: UC Santa Cruz vs. Oregon (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141183/
[FP] Utah State vs. Minnesota (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141248/
[FP] Georgia vs. North Carolina (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141213/
Field Pass: Pool Play Round 5,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141145/
Showcase: Pittsburgh vs. Colorado (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141166/
[FP] NC State vs. Carleton (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141245/
[FP] Cal Poly SLO vs. Vermont (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141211/
Field Pass: Pool Play Round 4,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141143/
[FP] California vs. Minnesota (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141243/
[FP] Brown vs. Massachusetts (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141209/
Field Pass: Pool Play Round 3,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141141/
Showcase: Washington vs. Texas (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141164/
[FP] Tufts vs. UC Santa Cruz (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141241/
[FP] Oregon vs. North Carolina (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141204/
Field Pass: Pool Play Round 2,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141137/
[FP] Washington vs. Pittsburgh (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141182/
[FP] Cornell vs. Texas (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141229/
Field Pass: Pool Play Round 1,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141125/
Showcase: California vs. Brown (Men’s Pool Play),2023 D-I College Championships,USAU College D-I Mens,,https://ultiworld.com/video/141149/
UCLA vs. UC Santa Cruz (Men’s 3rd Place Final),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/141054/
California vs. Cal Poly-SLO (Men’s Final),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/140933/
Duke vs. NC State (Men’s 2nd Place Final),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/139755/
UNC Wilmington vs. South Carolina (Men’s 2nd Place Quarterfinal),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/142669/
Duke vs. South Carolina (Men’s Quarterfinal),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/143046/
Wisconsin vs. Minnesota (Men’s 2nd Place Final),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/139390/
WashU vs. Texas (Men’s 2nd Place Final),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/140936/
RIT vs. Cornell (Men’s Final),2023 College Regionals,USAU College D-I Mens,,https://ultiworld.com/video/140975/
Washington University vs. Purdue (Men’s Final),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/138654/
Vermont vs. North Carolina (Men’s Final),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138179/
Iowa State vs. Purdue (Men’s Semifinal),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/138701/
Pittsburgh vs. Vermont (Men’s Semifinal),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138177/
Cincinnati vs. Missouri (Men’s Quarterfinal),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/139068/
St. Olaf vs. Emory (Men’s Prequarterfinal),2023 Huck Finn,USAU College,,https://ultiworld.com/video/138722/
North Carolina vs. Massachusetts (Men’s Quarterfinal),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138175/
Pittsburgh vs. Massachusetts (Men’s Pool Play),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138173/
Alabama vs. Purdue (Men’s Pool Play),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/139047/
Cal Poly SLO vs. Vermont (Men’s Pool Play),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138171/
Vanderbilt vs. Notre Dame (Men’s Pool Play),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/139001/
Northeastern vs. Minnesota (Men’s Pool Play),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138169/
Cincinnati vs. Washington University (Men’s Pool Play),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/138834/
Brown vs. Oregon (Men’s Pool Play),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138167/
Missouri vs. Iowa State (Men’s Pool Play),2023 Huck Finn,USAU College D-I Mens,,https://ultiworld.com/video/138821/
Georgia vs. Tufts (Men’s Pool Play),2023 Easterns,USAU College D-I Mens,,https://ultiworld.com/video/138155/
Davidson vs. Tennessee (Men’s Pool Play),2023 Needle in a Ho Stack,USAU College D-I Mens,,https://ultiworld.com/video/138559/
Texas vs. Colorado (Men’s Final),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137196/
Tufts vs. Colorado (Men’s Final 4),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137194/
Wisconsin vs. Carleton (Men’s Elite 8),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137398/
Texas A&M vs. Florida (Men’s First 4 Game 2),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137190/
Texas vs. Tufts (Men’s First 4 Game 1),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137188/
Carleton vs. Colorado (Men’s Boulder Quad 1st Place),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137186/
Tulane vs. Illinois (Men’s Double Loss),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137184/
Colorado College vs. Georgia Tech (Men’s Provo Play-In),2023 Centex Men’s,USAU College,,https://ultiworld.com/video/137182/
Middlebury vs. Tulane (Men’s Boulder Play-In),2023 Centex Men’s,USAU College,,https://ultiworld.com/video/137180/
BYU vs. Texas (Men’s Showcase Game),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137178/
BYU vs. Wisconsin (Men’s Showcase Game),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137176/
BYU vs. Carleton (Men’s Showcase Game),2023 Centex Men’s,USAU College D-I Mens,,https://ultiworld.com/video/137174/
UC Santa Cruz vs. Cal Poly SLO (Men’s Final),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136289/
Washington vs. Cal Poly SLO (Men’s Semifinal),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136287/
Oregon State vs. UC Santa Cruz (Men’s Quarterfinal),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136285/
Vermont vs. Colorado (Men’s Third Place Final),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135940/
Massachusetts vs. North Carolina (Men’s Final),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135958/
Victoria vs. Wisconsin (Men’s Prequarterfinal),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136282/
Vermont vs. Massachusetts (Men’s Semifinal),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135956/
Colorado vs. North Carolina (Men’s Semifinal),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135938/
Texas vs. North Carolina (Men’s Quarterfinal),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135936/
Pittsburgh vs. Colorado (Men’s Quarterfinal),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135954/
British Columbia vs. Washington (Men’s Pool Play),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136371/
Oregon State vs. California (Men’s Pool Play),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136278/
Stanford vs. British Columbia (Men’s Pool Play),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136276/
Texas vs. Minnesota (Men’s Prequarterfinal),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135952/
Santa Clara vs. Utah State (Men’s Pool Play),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136274/
Ohio State vs. Carleton (Men’s Prequarterfinal),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135934/
Southern California vs. Wisconsin (Men’s Pool Play),2023 Stanford Invite (Men’s),USAU College D-I Mens,,https://ultiworld.com/video/136272/
Pittsburgh vs. Minnesota (Men’s Pool Play),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135949/
Northeastern vs. UCLA (Men’s Pool Play),2023 Smoky Mountain Invite,USAU College D-I Mens,,https://ultiworld.com/video/135924/
South Carolina vs. Georgia (Women’s Final),2023 Classic City Classic,USAU College D-I Womens,,https://ultiworld.com/video/151077/
Florida vs. Georgia (Women’s Pool Play),2023 Classic City Classic,USAU College D-I Womens,,https://ultiworld.com/video/151062/
Pittsburgh vs. North Carolina (Women’s Final),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150532/
Michigan vs. North Carolina (Women’s Semifinal),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150530/
Pittsburgh vs. Virginia (Women’s Quarterfinal),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150528/
Appalachian State vs. Michigan (Women’s Pool Play),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150526/
William & Mary vs. North Carolina (Women’s Pool Play),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150524/
Ohio State vs. NC State (Women’s Pool Play),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150522/
Penn State vs. NC State (Women’s Pool Play),2023 Blue Ridge Finale,USAU College D-I Womens,,https://ultiworld.com/video/150481/
[FP] Washington vs. Colorado (Women’s Quarterfinal),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141322/
[FP] Tufts vs. British Columbia (Women’s Quarterfinal),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141283/
Field Pass: Quarterfinals Round 2,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141180/
[FP] Stanford vs. North Carolina (Women’s Quarterfinal),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141320/
Field Pass: Quarterfinals Round 1,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141178/
Showcase: Carleton vs. Vermont (Women’s Quarterfinal),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141202/
[FP] Northeastern vs. Carleton (Women’s Prequarterfinal),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141352/
Field Pass: Prequarterfinals,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141172/
Showcase: UC Santa Barbara vs. Stanford (Women’s Prequarterfinal),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141200/
[FP] UC Santa Barbara vs. British Columbia (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141258/
[FP] Carnegie Mellon vs. Victoria (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141349/
Field Pass: Pool Play Round 9,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141170/
[FP] UCLA vs. Washington (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141314/
Field Pass: Pool Play Round 8,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141163/
Showcase: Oregon vs. Vermont (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141198/
[FP] Virginia vs. Colorado (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141252/
[FP] UC Santa Barbara vs. Carleton (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141217/
Field Pass: Pool Play Round 7,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141151/
Showcase: Northeastern vs. Stanford (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141196/
[FP] SUNY Binghamton vs. North Carolina (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141343/
[FP] Oregon vs. Tufts (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141215/
[FP] Georgia vs. Virginia (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141250/
Field Pass: Pool Play Round 6,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141148/
[FP] Tufts vs. Vermont (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141306/
[FP] Chicago vs. British Columbia (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141341/
Field Pass: Pool Play Round 5,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141145/
[FP] UT Dallas vs. UC Santa Barbara (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141304/
[FP] Colorado State vs. UCLA (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141339/
Field Pass: Pool Play Round 4,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141143/
Showcase: Carleton vs. British Columbia (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141174/
[FP] Virginia vs. Northeastern (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141337/
[FP] Stanford vs. Colorado (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141302/
Field Pass: Pool Play Round 3,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141141/
[FP] UT Dallas vs. Carleton (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141335/
[FP] SUNY Binghamton vs. Colorado State (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141299/
Field Pass: Pool Play Round 2,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141137/
Showcase: Washington vs. North Carolina (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141168/
[FP] Victoria vs. Tufts (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141288/
[FP] Carnegie Mellon vs. Oregon (Women’s Pool Play),2023 D-I College Championships,USAU College D-I Womens,,https://ultiworld.com/video/141324/
Field Pass: Pool Play Round 1,2023 D-I College Championships,USAU College,,https://ultiworld.com/video/141125/
UCLA vs. UCSC (Women’s Southwest 3rd Place Final),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/143448/
American vs. NC State (Women’s 2nd Place Semifinal),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/142629/
UC Santa Barbara vs. Stanford (Women’s Final),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/142586/
UC Santa Barbara vs. UC Santa Cruz (Women’s Semifinal),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/141552/
Clemson vs. Virginia (Women’s Semifinal),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/142780/
American vs. James Madison (Women’s Round 1),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/142697/
SUNY Binghamton vs. Yale (Women’s Final),2023 College Regionals,USAU College D-I Womens,,https://ultiworld.com/video/140300/
Carleton vs. Colorado (Women’s Final),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137692/
Stanford vs. Carleton (Women’s Semifinal),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137690/
British Columbia vs. Colorado (Women’s Semifinal),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/138531/
Stanford vs. Vermont (Women’s Quarterfinal),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/138700/
Oregon vs. British Columbia (Women’s Quarterfinal),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137688/
UCLA vs. Stanford (Women’s Prequarterfinal),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137682/
Stanford vs. Colorado (Women’s Pool Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137680/
Washington vs. Carleton (Women’s Pool Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137678/
W. Washington vs. Oregon (Women’s Pool Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/138832/
Victoria vs. Stanford (Women’s Pool Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137676/
Oregon vs. Vermont (Women’s Pool Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/138881/
BYU vs. Washington (Women’s Match Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137674/
Victoria vs. BYU (Women’s Match Play),2023 Northwest Challenge,USAU College D-I Womens,,https://ultiworld.com/video/137667/
Colorado State vs. Northeastern (Women’s Final),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138281/
California vs. Northeastern (Women’s Semifinal),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138282/
WashU vs. Middlebury (Women’s 9th Place Quarterfinal),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138286/
Brown vs. Virginia (Women’s Pool Play),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138505/
California vs. Pennsylvania (Women’s Pool Play),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138411/
Texas vs. Brown (Women’s Pool Play),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138704/
Colorado State vs. Ohio State (Women’s Pool Play),2023 Centex Women’s,USAU College D-I Womens,,https://ultiworld.com/video/138408/
Washington vs. Tufts (Women’s 3rd Place Final),2023 Stanford Invite (Women’s),USAU College D-I Womens,,https://ultiworld.com/video/136715/
Colorado vs. North Carolina (Women’s Final),2023 Stanford Invite (Women’s),USAU College D-I Womens,,https://ultiworld.com/video/136713/
Washington vs. Colorado (Women’s Semifinal),2023 Stanford Invite (Women’s),USAU College D-I Womens,,https://ultiworld.com/video/136708/
Tufts vs. North Carolina (Women’s Semifinal),2023 Stanford Invite (Women’s),USAU College D-I Womens,,https://ultiworld.com/video/136711/
Washington vs. British Columbia (Women’s Quarterfinal),2023 Stanford Invite (Women’s),USAU College D-I Womens,,https://ultiworld.com/video/136706/
